"sessionID";"SurveyTimestamp";"Q_1";"Q_2";"Q_3";"Q_4";"Q_5";"Q_6";"Q_7";"Q_8";"Q_9";"Q_10";"Q_11";"Q_12";"Q_13";"Q_14";"Q_15";"Q_16";"Q_17";"Q_18";"Q_19";"Q_20";"Q_21";"Q_22";"Q_23";"Q_24";"Q_25";"Q_26";"Q_27";"Q_28"
"D5j8dKYB7KJshK9jqkvmNG7Coz3MnD6bbVMsXazuflUQz3n0xLLOzjl73nxBpxhNl6XHBLyDZkkwIeFICzjUvUFnotd2ZgflrRm5nqa4FQzSApwJqIhb1elxTxzbMpR5KY1koooo7so8wMur7ObhVc";"2024-03-19 17:35:45";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"TIPI DI DATO E CONVERSIONI";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7;7;7;7;7;7;7;7;21;"MASCHIO"
"G89Q1PjgNAiG6mVA6dHhuxIDooUZBk0Jg7ZRokKcWiHE1oVLsec3GtITWW2jOatR8Qa4IfGzhf4oR046dMAFsadD04ciY3sSyLpADpqWDUMKLscL3gQE47HWFT74CsSjlIjTXFgP2Hs50JujlDP9ij";"2024-03-19 17:43:10";"ABBASTANZA";"LISTE E DIZIONARI";"VARIABILI";5;5;5;5;5;4;1;5;4;4;4;4;4;4;4;6;5;6;4;6;5;7;5;21;"MASCHIO"
"HQ2PhcYisJLmgmfF6x1OPfyi4BgTEbogKioOXhq7HAWytWgkJ6wzBNlSxtMRlsML1XjcccCR77L00abvzWQnXsS4ndqnoiRjngAuLvAEi7t62qrWRTGWZNm3yqNBefQHFOWQZFe6azX4FSdeCqkSu3";"2024-03-19 17:45:07";"POCO";"FUNZIONI";"VARIABILI";5;5;5;5;5;3;4;5;4;2;4;5;4;4;5;3;5;4;7;4;6;5;4;-1;"MASCHIO"
"sCtVYqfsuH2AZ4QogsTwoQm8lHupo5TfktOw9tpwRGyFz0ACthkxYBEhsRQrshoH1vIac3ynbrLbuRbL00U3zJXQ3lMClKdm9ebQOTVxxU2RiM2spzzz4V3WYMPxSEeRX3QRtkYME1WyCKEZt45mHZ";"2024-03-19 17:47:05";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;4;4;4;3;4;3;4;3;4;3;4;3;4;3;5;5;5;5;4;5;22;"FEMMINA"
"NQb1qrzfkltAtbcGxaKT0fyajIiKsCAMMLmjBcB9HUHxKbQP8IIPxi9Ys81hjY8vynan9m9hhyndh55SlW8g7CWp3qKZU1c2xYbROX7xN7C7Pkm146rYfBjTyjdgehXBJy0dv6zR67W6zhHMpXgP9Q";"2024-03-19 17:50:36";"POCO";"FUNZIONI";"VARIABILI";2;1;2;2;3;2;1;5;1;3;1;5;1;5;1;6;7;4;7;2;4;5;4;22;"MASCHIO"
"csTBBM3Rbh5L7Ku7xnSS0L8iIYDtfaLp7Ksh8LajgCVwzYSU97UQEQPdwuZ1iDQzSaPLTlOQyUGijXo3i6mmBWNVWFPsWz5n0qHRpOxIfvKD9P9okM4SbR4rhQnJ1shyJj51BQ6UDRsGw50vJbrFvr";"2024-03-19 17:52:11";"POCO";"TIPI DI DATO E CONVERSIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";2;2;2;3;2;4;3;2;4;3;2;3;2;3;2;4;3;5;3;5;5;3;4;21;"MASCHIO"
"4zXkUJIlr8rnPEIdv6QBXvRik9SJKEZfrGy098GBChD5DgPJQlSb9FflgobOPXLyovPjMz2eKTXTTdNw8ejcISVxT8lhSVOkmvb61RORdxDYeNu1c75pfWtHFKawnVkv5yMDSGTBadzHaO9cmHxiyL";"2024-03-19 17:54:36";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"TIPI DI DATO E CONVERSIONI";4;4;4;4;4;5;1;3;1;4;1;4;1;3;1;7;2;1;7;3;5;5;6;24;"MASCHIO"
"vnLeWo5yEv45clXP3MxUSpK5pb1AJoguPHepgKhvKHD3CUCqf7HN2lnQxeiJFJ1qROLl46E83rBZtf3Iz455kZrAmnmr89vxxE68N6EvtjCn9ULu2wivIuTXeB4rG0JMbFlq0lrC1NVXUV1VVC9101";"2024-03-19 17:54:51";"ABBASTANZA";"FUNZIONI";"VARIABILI";4;4;4;4;4;4;1;4;2;4;1;4;1;4;2;6;6;6;5;4;6;6;6;20;"FEMMINA"
"KFIaO7vWb5pQuE4UTKQe4s4zWhKdh98OkZgVgokLyPo5DN0129RcFdd2xSz8oP7LhL4IlSr6GLPQ2ZuIZaykR1ehYvQEnPI3dg3C3HZi3IfjNDkUDQpVTjXybpy0UCqTbwyvURCw3gZxKDyX55X57Q";"2024-03-19 17:56:10";"ABBASTANZA";"FUNZIONI";"VARIABILI";5;4;4;3;5;4;1;5;1;5;1;5;1;5;1;7;7;6;7;4;4;4;4;21;"FEMMINA"
"x3P31uOWJHIqfbazoPKooXWYOVV3S6bb2u5Dy8tb8YfBvndvp1Dvhvlbazygxkof1GaRVD3VHb7zFdlYrf7PHU7ZftvUrePm12eH2qIHlMbEz4sDsG9j4jq0aGNVGCX9Q47kwTXoyHV7SXWfLefbGO";"2024-03-19 17:58:08";"MOLTO";"LISTE E DIZIONARI";"VARIABILI";4;4;4;4;4;5;2;3;3;4;2;4;1;4;5;7;7;7;6;5;6;7;7;22;"PREFERISCO NON RISPONDERE"
"3nWanHRwmPg4nIUCW2l5ccmPvWG5iJqIgnGmoUBtYj9nifl6JQbukS8hDWaaNZcbt4CfH2NRC0jJ46Xv49dBhcnRdbJjYBRqDMma0R2WWYDe3jXW7jIUvTJiVIohzKmVndyqOadyQB16u8uTwVcGMZ";"2024-03-19 17:58:13";"POCO";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";2;1;1;2;2;1;2;4;1;3;3;4;1;3;1;4;5;2;6;2;2;1;4;21;"MASCHIO"
"UbVJQiozx6ybecJd8QVxM5Syf44a0IS0FghNsywZM9E45pe2Hilr1r1KHgo3rwqCa3FWqwyoKr1SQ5EAgR6o3Iw0DfuNV6VE1K946xpwQJLjT9k3Rd7TEnjorkz4Rbf7olBh5V0do14NihpRcClkig";"2024-03-19 18:01:17";"ABBASTANZA";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";3;3;4;4;4;5;1;4;1;4;1;3;2;5;3;7;6;7;7;7;7;6;5;21;"FEMMINA"
"r2v27ZUxIAnzIip1hCF4fxL3FdoyVxhHQU1h9jJvuyV17tnDt5p93uHCk7pRd9maSqW89gikrOUQIDgkMwhQo0vMb9Z4U5zMTdrBghwK1quJbt1sxRcFn5Rk8XQAfk3eLAjfOMUMzfiv7LXpHWIT9Y";"2024-03-19 18:02:59";"PER NIENTE";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1;3;3;3;3;4;2;3;5;21;"MASCHIO"
"BeclShmRvWlINrQOPnHT5bebo38ZOevzzXVw5I9NhN1TSnHRqsYYyShXHVFK3ApJq6GGhguYgFBYb9iWJJYPEJvIo6Lvq4DCksN9e1cNmbVh2KA0T3yfUI84z1GA3OJiaRbGV7Wm9qoU2c4wVQoFCc";"2024-03-19 18:03:00";"ABBASTANZA";"LISTE E DIZIONARI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;4;4;21;"MASCHIO"
"q3xMUuwggqZxyhRxMisNaudtOHTw4u4vgWbWN7WFfmIrWow6FgLonYQZKqNE3Dm0w75A0jirTWjz12ceS4aoOTtWUSE7TyLBHPy2bmhCak88FaxTcKyGfnMCOqwyXhpQnCfkbt9pSMPVw0MLo9Wetu";"2024-03-19 18:03:48";"PER NIENTE";"FUNZIONI";"-1";1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;2;2;1;1;2;3;2;2;21;"MASCHIO"
"aNHCn7Q1HoRIApv9F3NX8u8Ga2teEHejb9cNPI1M2bB1J98dbt5wy4kt35GRgLpm5MMKBA8R0zlRObxWwvbV5jn7MKYb2MGY1S6a1i8FtIA8Ea6TERaJOiuq31XpJD1XJwOpChexPvEp0724mc1tcG";"2024-03-19 18:05:21";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7;7;7;7;7;7;7;7;21;"MASCHIO"
"5oA249XexuLAaRlCYaolwa15pFwCncT981E5rLUZzRhMjoXIEWGi4CA53c4nuIiEauVLBto2YgUDDPVVZZs4RDm5kBRXtEaTdi1KLohv9d9kzCWBmvtoZftjL5vLxXRYSPcTQ8B8Xjea4e1095ybor";"2024-03-19 18:06:49";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;4;4;3;2;5;2;4;2;4;2;4;4;5;5;6;7;4;5;4;6;20;"MASCHIO"
"Pv7Tgfu3O1fAVJR0PgMwSSPFQnzmw0U5FyIhBF8PtOIOAe7sK7Okkp1FzkUyIESaPv1cpVZynxUPjLbaS9BBamwijB941OOHu2Fch2a5wxzsosQnNLtTXCtA8bB2ZUbVdSMf7k1ApcRlObnIzZs7tU";"2024-03-19 18:08:15";"POCO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;20;"FEMMINA"
"fKzlkNLlBEVbzLIubktnOjlfYcYBUMgbPutLgT82pbX6lQbIgC4OCeDnX2k6HH2gIyg2psTAUQPCGt6RBcUdOMSJuLPqHiVEOwI77SnDfQ8v2CkFLmXZ8gGq6BRAiphAR7y3Tu7ckmPaXYYGLm16Tk";"2024-03-19 18:08:16";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;3;3;3;3;4;2;4;3;3;3;3;3;3;3;5;5;5;5;5;5;-1;5;21;"MASCHIO"
"HVqHKuKIRmQ7uFyrqF0YmiAVG7Im4fprcBOmK4A6aGmdonNaZJ9snlUoluIG12aYpWcrM4J4nNAQuR9RkqdUuK8r728fyuybFCsg9qcQUIaQwWN85NSj7rKpyUQGCG8YT1HhablWsfTFd4kT9Cf23H";"2024-03-19 18:08:28";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;4;4;3;1;4;1;4;1;5;1;5;1;6;5;7;7;5;6;5;5;-1;"MASCHIO"
"zIDdTe8pSq83Df4PvzzJWbvW02BLtB9i0hLLSlhwUT6yE5bUEuaPmkVIUt2e6ibTxOUbmwrzimciPX6WNBwo3y3cx1DclM3njuqMHvlp81xnsnoF94pLp3QpjVfKBRN9XO0d0OApGCDvCkVZDZmPNr";"2024-03-19 18:08:30";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";5;5;5;5;5;5;1;5;1;5;1;5;5;5;5;7;5;7;5;7;7;7;7;20;"MASCHIO"
"535cm4WBGoPlOGpPCs68azIiLBa4V27SPH9QQbYSVgAE8o198A6Ms9NVtDUQ0tsveySUM9dcKaft6lGZtEaQBawF6PeUxXhvac5rs1RmHm3e8r8aqsEyjqN850tV3HU1cKCSXdVD8DoT0qrnKOTJDH";"2024-03-19 18:10:38";"PER NIENTE";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;5;4;4;4;-1;"FEMMINA"
"VDgfHzX6LrofyUs8VGUwCYCT35XYNiBGgtgY1J0fBZkZ8PUN9MgsKeN1ly4C3GvfKa6bCMFwURkO40ZI7Kp1gjMtMJ82qMmQegAksxorHIFNPQfjbjjND7UoleviuOWqe3QMNT1E1al09Vul4qg0P9";"2024-03-19 18:11:00";"POCO";"TIPI DI DATO E CONVERSIONI";"LISTE E DIZIONARI";2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;5;3;5;4;3;3;4;4;-1;"FEMMINA"
"2bZ518l1NFsI9QtJRkGopb48L2suDNeTfneEVZSyam63wsKT5rJUT6GaKVAZICLWGgQ5UxnJhqV25lKLXhzJhIly5x4A1EAFA1KL8lVOfWVHPDbIWQ2xjXDoszRyCMVZ0jftCFBPc5IjG70HkdERTT";"2024-03-19 18:11:10";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";3;4;4;3;4;3;4;3;4;4;3;4;2;4;3;5;4;5;5;5;5;6;6;22;"MASCHIO"
"uVMixFDIUse7Z8LLcs9RdHASTs3KcianvKDrsE0xDNOgZpaS4sk5wwrY5M21JTPxSH7mFVYeTvwz36lG7ltoMyaz7L6IoJxzTxrdMd7DydgsAoA3i4YzV4NzLOcDzqnzTDZAIaxR0zuUCmGFJxSFYJ";"2024-03-19 18:11:24";"PER NIENTE";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";2;2;3;1;3;3;1;5;2;2;1;4;1;5;1;7;7;7;7;7;7;7;7;21;"FEMMINA"
"Arr45Gd7t8oYUhaOdGRFQQRv3j0ptFLqLtVotlE8zxrsCVSiTHeIyKFfCGnnb2wU3w4H6HQDocCRq6s91JL0rPB8FNb0LsXRMH4zBSxOCZvfKtCdhTCIjIQtB5aEP0cfVT7lq0XQ5XcH9G9lNRFFJ9";"2024-03-19 18:14:12";"PER NIENTE";"FUNZIONI";"VARIABILI";3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;21;"FEMMINA"
"JJsz3scBsybX9JsAl59YIPCSHIXbQ4iatHOBVB8xArpVqZbTwq50X0XHhVQinHgUHFY9J6UYsNeaTiBXCVTr6lfeuKpxUudlcmf1HSAzdaIrlrgbJVcfTY2S4GP9PNXNAmMwo9PhshsNVBqVxyC6ot";"2024-03-19 18:14:47";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;22;"MASCHIO"
"a2AiXG7TLSRnP5mGczkBAntIvPZ4NMZyYIVERPOOizvqffSKPS9MoUWy4HA7fdz8owMHD5r15NK3dxtVo64ks1XFtQ4aASNzyped1jVMIkb43l9grp7aTKe1XD0GVQnDDCNadrPke93inSfye1jOzZ";"2024-03-19 18:14:51";"POCO";"LISTE E DIZIONARI";"VARIABILI";3;1;1;1;1;3;1;5;1;3;1;3;1;4;1;6;6;4;4;3;4;4;2;21;"MASCHIO"
"lvhPlZiL81qWgW2DRSNBYSDp6MrqFsrIlkTMt0ZGIKT0O4vNXToYAiyAw3ylBViNxcTXc3khdKFQ779hhhKpKfled0d72KaWTIrtG5s9L7m3IUFbOeGYFChmP1Aj0nmpzMUJBPF5EAoHXCO5QefWWG";"2024-03-19 18:15:36";"ABBASTANZA";"VARIABILI";"LISTE E DIZIONARI";3;3;3;4;3;3;2;3;2;4;2;3;3;4;2;4;2;-1;3;4;4;3;4;21;"MASCHIO"
"q9jTppOvKdb58BaW62kgPaHk2Xka9yYeCGv6loSH2mCfe8CYlgC0p8sgc0XjfWMUGJ9xqc9UhzKq5xxmXPQC5ICS2GNh2gxgz9M4EhI4Vc1vUKHGeHxfNiR7lM72hFcPNuFGgnmdyZJWCeDyblXkxQ";"2024-03-19 18:15:47";"POCO";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";1;1;1;1;1;2;5;3;5;2;3;3;3;2;2;-1;-1;-1;-1;-1;-1;-1;-1;21;"MASCHIO"
"vuYpg2nzwCYkzEIE9UKiHPgXhkTWuIAMHULwWYMfpUJ4C288JX77SsJIB4Ie1AtXVnf2CWoL34aN28n5ZnsHTJ3dsS71RnPsYM5DyohFXE3LE9NRA37ZZFcYUMEGZQdVfFTQLBwCVRdTzTlNuZClAC";"2024-03-19 18:17:21";"ABBASTANZA";"LISTE E DIZIONARI";"TIPI DI DATO E CONVERSIONI";3;3;3;3;3;3;2;4;1;3;2;4;1;1;2;7;7;7;7;4;4;7;7;21;"FEMMINA"
"RyCIUtDDECkXz2QZSgjQwtzAd257GVVy9TNnlc3n749XacBUIAtJ7qJf4IuKblDOJxMLF9fpTM5OnwHTEKfPzSo6H3T51yzfUbzauXuWIdFEsDA1M4M9ddXapoUENr7xcHuojyYhB8reND6mntcqa7";"2024-03-19 18:17:35";"ABBASTANZA";"LISTE E DIZIONARI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;3;3;3;1;1;4;3;4;3;3;4;3;2;4;5;4;3;6;4;4;4;3;21;"MASCHIO"
"LE4qfBR2G3jV1VUfkAyx4oI2zI3RVKa80Og8S5cFFOfhFFVGArI64mVtbJHkpQlZWdhJAySuEMyhyfz6tGxtvXPstIm8GH0aPgEe8NWUY3s42THhXn7JwQazNV6LVwxKwgsUmtouqX5S36Z8dtXh7B";"2024-03-19 18:18:00";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";4;3;5;4;5;4;4;5;2;4;5;5;5;5;5;7;6;6;6;7;5;7;6;-1;"FEMMINA"
"e7Rc8yR6jzi5PedJpMGVShShgQYyRBI8hvmCGpmg0WMvv911hXjHhnT6PSL4pl8QFDN4yNIN4i93NzHdkS41Ai6GJpinf1YMoLoBSCiYQP3Sijxp7tnJSNmosRwYlHpjzULhwdID7nsRJrFEWc7eIF";"2024-03-19 18:18:01";"POCO";"FUNZIONI";"VARIABILI";4;4;4;3;5;5;1;5;2;5;4;4;4;4;2;7;7;7;7;7;7;7;7;21;"FEMMINA"
"CxMHtWS9gTD3JIlTUsC2I8rBkNOJ8gOQdq2iG54Ismg5VW5eHSjvZVoKgwaaA1eUGDxMgHEtoU2DIGYzVTQ6TWwe2jyWX02AI6I7ukByXnjYymioTggHi0nQRgAmulgAyvmvanrhlyUdJGJtcExzqi";"2024-03-19 18:18:22";"MOLTO";"VARIABILI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";5;5;5;5;5;5;1;5;1;5;1;5;1;5;1;7;7;7;7;5;7;7;7;20;"MASCHIO"
"aFCXuwVSB0KiDHJp3qAp2eaPLIuG36B0YdlWEmbNPk5nH24Xvs1UcmF57NI4q4kDQf3YdrNXFww3JenjSmVg0vzeGTg00T0BnmJRpckSZXFWNSQCatkpM2M7P8EWpjOFYwFK1L8y3XLytLTX0Tq5NM";"2024-03-19 18:18:29";"PER NIENTE";"FUNZIONI";"VARIABILI";2;2;2;2;2;3;3;3;5;2;4;1;5;1;3;4;4;4;3;3;3;4;4;20;"FEMMINA"
"3NKfzFKifT9p7WKgx1CPwdLsFKfZsoiBh3vUKVj9mPbQHoYUdLh3Frk7UXXfjYzszN6ple2ixtn0eqJiE7h6LyBCien6ymYllvQBjrs7dpIdovhFgL267ggWQl2n2VcdBEryVJg0cgaHHp6KDsYwPB";"2024-03-19 18:18:33";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";4;4;3;4;4;4;2;4;3;4;2;4;2;4;2;6;5;6;6;5;5;5;6;21;"FEMMINA"
"oaHRoIHuAygcYvgd5BZ2UsvbTeJmT9Fm64B9azQnwUoTLTwhiyFyZOPthC0QAsTUHCUEEJk6F979utsC6llvGkNQwAYWuLqvxdkmoUCEEBtcRmrLvCh8mzF5BXwkkQ4OrC3BsdrM5s037e5fIu1lG1";"2024-03-19 18:18:38";"ABBASTANZA";"FUNZIONI";"VARIABILI";3;2;3;3;2;2;2;3;-1;3;3;4;2;3;2;5;4;5;5;4;4;5;4;-1;"FEMMINA"
"vPIhssqXVBPzxCBrMfVNlQsGbrpyssEwPkGFPkGQungPxVtJZrM9TFYjM9ZnuJ8tMOdpPSwf1YVkT4CJMW5aiOJUyqm3Pr7xsISxSsyFkDHhfZLmpbkA1m3sK7ONjtoo4lTTn7uaLpRtMIsBMw5J0w";"2024-03-19 18:18:45";"POCO";"LISTE E DIZIONARI";"VARIABILI";2;1;2;1;1;1;1;5;1;3;1;5;1;5;1;7;7;2;6;1;4;1;3;21;"MASCHIO"
"BcaJOTebifr8NgE9uW2ZmY9m8bKY0tckuaIhRX2PeS44SImFts8wvi2yyGZMLUuLRDiqQoyiuqiunKT72AlnNe9iFEXxQE9wLGXmgz4oI6ueVX6ODfYT6LCQ2YW7CdMInLUQHisQtX3wd81i79rJNF";"2024-03-19 18:19:10";"ABBASTANZA";"LISTE E DIZIONARI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;2;2;2;4;3;1;4;1;4;1;4;1;4;1;6;6;5;6;6;6;5;7;21;"MASCHIO"
"9Bs3eBwffEKbXCz8bFWIUYNgXaHQO3NZvvMfysU1i7ipUuRht5em0c1wdL9qHdhpGPbKq0JAO15Rw9r9hljQz8aboQU9EPknR8RjlFFjefAKFHGroGXu6OFUaIf1QIt0kaGewWV1RZzix8sIuBhtHg";"2024-03-19 18:19:35";"ABBASTANZA";"LISTE E DIZIONARI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;3;3;3;3;4;2;3;2;3;1;3;2;3;2;5;3;4;1;3;5;4;5;21;"FEMMINA"
"aV855DM9KrXctjLiyJ8asvbffc2PnZanklLS41wAh2LLhRI9YP0mGlU7uFuzdXO2Fl4VCWEbMARVDZrgbtIDHEFF0gQzK0XOM5t4h7VIXydI4ClK1S5IntRENJ4M2Cxl5QX2hiK9B533FQgOnFoJyU";"2024-03-19 18:20:06";"POCO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";3;2;1;3;3;3;2;3;3;3;3;3;3;3;3;4;4;4;4;3;3;4;4;21;"MASCHIO"
"ngqw7gZsZANVOLGD25HhMLrF6inEMgckkxcQbdJ67e8RtFRetykJlbFq0u6ZCOm340TIASOCJn34RZRbdISnIVXKL2iJAcDwn5E84L6vjfLj5wXsa87NtyoW7VD80cqZAeJlxpe15x4YePuHf4NAZ4";"2024-03-19 18:20:33";"POCO";"FUNZIONI";"LISTE E DIZIONARI";2;2;2;2;2;2;3;2;3;2;3;2;3;2;3;3;2;2;2;2;2;3;3;21;"MASCHIO"
"zMOI7bbGN5daa6MQgW6MW2QBOUUmPWM4ZYXY6HVinRtZSuQXocA5vh5m6c1D31zEYJjxbiYOAQMMnA52LBzL97V7OYVTwSXrWCrl5YrXqM7H1LCB9lCkpLMm90Lu1qRrTKc32qe9KBqqttVwt5gwds";"2024-03-19 18:20:43";"ABBASTANZA";"FUNZIONI";"VARIABILI";3;3;3;3;3;2;2;3;2;3;2;3;2;3;2;6;4;5;5;4;5;4;4;21;"FEMMINA"
"wWJs9Mw7aoiKi4tOPzVQHWZMrgdaYJPeBpU4mtf1RNTqKi4tT3epOu8FExXkL1GUzBOPbYGaU08lqg3hK2IeHqXsUCOUYpsGFnUf6QPSKLGF9N80yaEVcC9qZNNvRj0Yp1v5Lszug7mxHN64Yp09g7";"2024-03-19 18:21:03";"ABBASTANZA";"FUNZIONI";"LISTE E DIZIONARI";4;4;3;3;3;4;2;5;5;4;1;4;2;3;1;5;4;5;3;4;3;4;4;-1;"FEMMINA"
"IId6wIu4fham03i2mRrcWCp8CUNNTYAGmTYnrpYCprHREwggkGazYsSKWtMLtdLX1vFOWja5nD58YjzoeOKa0elh8iSzKXra6F6jcNtADBL0vw6aJVxmIxRDnP8WtJznYECXYfcprzPSh1qrmUPkOm";"2024-03-19 18:21:47";"ABBASTANZA";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;5;5;5;5;5;2;4;1;4;1;4;1;4;3;7;5;6;5;3;5;5;5;20;"FEMMINA"
"nBWuySWBGQrWDf4QgGZ0gKVwCV12Gazw31kKfgpZHbuQ3IvOTEdtBqJBKX5yvXMoxhBCjIFiTj0FQzW0dpyuKhSTHiXczSD0YurRvn0weOiKRmhyprug4CmJAZ3g5AIKfG8HdAsYvECMVtnGRlOPZ8";"2024-03-19 18:21:51";"ABBASTANZA";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;4;2;2;4;2;1;4;1;4;1;5;1;4;1;5;5;6;6;4;5;6;7;21;"MASCHIO"
"ubHXaJ1DF0OlworuN3hXYVgVQkgAhWDg7V7bfX55TM3xIXrjRBhCUkly0ZCic40fhCatJpbJj17pPrM2Z7WlEhRLw7AjSEI1TQhtJbxmH9uROE1GkYLF5uqjSmn3IauFJaTrd6jI9VLGEiAYphZPt2";"2024-03-19 18:21:59";"POCO";"TIPI DI DATO E CONVERSIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";2;2;2;2;2;3;4;2;2;2;3;2;3;2;2;3;2;2;3;2;3;4;1;20;"PREFERISCO NON RISPONDERE"
"pqhuAOE3u06ne8O44kIBrD0tZKcqf90IDzFohuEXWrX2hxClSAOxqKMmrYIeqVTuUiwg5hHCM7mIkN7Be9fAgSe5rAU2XF6ckasCeH2ekdpVo7eLMnY5JeKoGWZUXzdJXKFSpyRZLVCU6J39sTXJx7";"2024-03-19 18:22:20";"ABBASTANZA";"-1";"LISTE E DIZIONARI";3;3;4;3;3;4;1;3;1;4;1;4;1;5;1;7;7;5;6;5;6;7;6;23;"FEMMINA"
"nTFWupZ7ibj53VMNzm3mZTXfF05EgxUAuCwlyoGjiVB4PAY34hiNlYX3rGZl9KrdV8BEx89lDI7ERMANL0EK9T6yazLRWcBpVPZwXD1pro0riuo1NBsDs8FhOVMUpb3jlwdoTZiotivfkYsc7vsmZg";"2024-03-19 18:23:13";"ABBASTANZA";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;4;4;4;4;5;1;4;1;4;1;4;1;4;1;7;7;7;7;6;7;7;7;22;"MASCHIO"
"Zq796yzyXhr5YcykWj34NgaScw7hATvjvA6vFAe97Q2RMYMK61ILQmiwRCrWMpEidRFfkiXIrpd5MZMHQwzMXN8teDGUZDr64KCThn86jTllYHSWP4O3KJxtdrqlZOaQKCmT7v1Tt3kD9HqJReMpyb";"2024-03-19 18:23:21";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;3;4;3;1;5;3;4;2;4;1;5;2;6;7;5;6;5;5;5;5;21;"FEMMINA"
"jvb5QEnEcOS2MshRAkfYpZpxmjY86Uy8GETadgfmZwSk4USgwAIHZSv7oyX2qQE5CL7eFlF94lmn1Ia8moTOvY6bhUc4Tv8mbWRDnBR4MwPu4yp7y4dHHAXp8Mxly8dLDmZT9qh1ModbpiEs33egeE";"2024-03-19 18:23:46";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"FUNZIONI";5;4;4;4;4;5;1;5;1;4;1;5;1;5;2;7;6;7;6;6;7;6;7;-1;"FEMMINA"
"kdxv7hZ4yZumH1YsY7TuLmJmf7JD3P6qL3t04x6NkvqrMP9cqsWkLNOkLAaSG26LCpz3hbE2wEreh6x3sMNDmGS2QrIECImEWjYfaaQrUXt3m0uRnQAo0Co9sNIScfvhTTDF7kUFkwM214V0DS8Q4I";"2024-03-19 18:25:14";"POCO";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;4;3;3;2;4;2;5;3;4;4;3;2;4;2;4;4;4;6;4;5;6;6;-1;"MASCHIO"
